Year,Award,Movie,Nominee,Winner
2012,SOUND MIXING,Gary Rydstrom  Andy Nelson  Tom Johnson and Stuart Wilson,War Horse,0
2012,VISUAL EFFECTS,Rob Legato  Joss Williams  Ben Grossmann and Alex Henning,Hugo,1
2012,VISUAL EFFECTS,Tim Burke  David Vickery  Greg Butler and John Richardson,Harry Potter and the Deathly Hallows Part 2,0
2012,VISUAL EFFECTS,Erik Nash  John Rosengrant  Dan Taylor and Swen Gillberg,Real Steel,0
2012,VISUAL EFFECTS,Joe Letteri  Dan Lemmon  R. Christopher White and Daniel Barrett,Rise of the Planet of the Apes,0
2012,VISUAL EFFECTS,Scott Farrar  Scott Benza  Matthew Butler and John Frazier,Transformers: Dark of the Moon,0
2012,WRITING (ADAPTED SCREENPLAY),Screenplay by Alexander Payne and Nat Faxon & Jim Rash,The Descendants,1
2012,WRITING (ADAPTED SCREENPLAY),Screenplay by John Logan,Hugo,0
2012,WRITING (ADAPTED SCREENPLAY),Screenplay by George Clooney & Grant Heslov and Beau Willimon,The Ides of March,0
2012,WRITING (ADAPTED SCREENPLAY),Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin,Moneyball,0
2012,WRITING (ADAPTED SCREENPLAY),Screenplay by Bridget O'Connor & Peter Straughan,Tinker Tailor Soldier Spy,0
2012,WRITING (ORIGINAL SCREENPLAY),Written by Woody Allen,Midnight in Paris,1
2012,WRITING (ORIGINAL SCREENPLAY),Written by Michel Hazanavicius,The Artist,0
2012,WRITING (ORIGINAL SCREENPLAY),Written by Annie Mumolo & Kristen Wiig,Bridesmaids,0
2012,WRITING (ORIGINAL SCREENPLAY),Written by J.C. Chandor,Margin Call,0
2012,WRITING (ORIGINAL SCREENPLAY),Written by Asghar Farhadi,A Separation,0
2013,ACTOR IN A LEADING ROLE,Lincoln,Daniel Day-Lewis,1
2013,ACTOR IN A LEADING ROLE,Silver Linings Playbook,Bradley Cooper,0
2013,ACTOR IN A LEADING ROLE,Les Misérables,Hugh Jackman,0
2013,ACTOR IN A LEADING ROLE,The Master,Joaquin Phoenix,0
2013,ACTOR IN A LEADING ROLE,Flight,Denzel Washington,0
2013,ACTOR IN A SUPPORTING ROLE,Django Unchained,Christoph Waltz,1
2013,ACTOR IN A SUPPORTING ROLE,Argo,Alan Arkin,0
2013,ACTOR IN A SUPPORTING ROLE,Silver Linings Playbook,Robert De Niro,0
2013,ACTOR IN A SUPPORTING ROLE,The Master,Philip Seymour Hoffman,0
2013,ACTOR IN A SUPPORTING ROLE,Lincoln,Tommy Lee Jones,0
2013,ACTRESS IN A LEADING ROLE,Silver Linings Playbook,Jennifer Lawrence,1
2013,ACTRESS IN A LEADING ROLE,Zero Dark Thirty,Jessica Chastain,0
2013,ACTRESS IN A LEADING ROLE,Amour,Emmanuelle Riva,0
2013,ACTRESS IN A LEADING ROLE,Beasts of the Southern Wild,Quvenzhané Wallis,0
2013,ACTRESS IN A LEADING ROLE,The Impossible,Naomi Watts,0
2013,ACTRESS IN A SUPPORTING ROLE,Les Misérables,Anne Hathaway,1
2013,ACTRESS IN A SUPPORTING ROLE,The Master,Amy Adams,0
2013,ACTRESS IN A SUPPORTING ROLE,Lincoln,Sally Field,0
2013,ACTRESS IN A SUPPORTING ROLE,The Sessions,Helen Hunt,0
2013,ACTRESS IN A SUPPORTING ROLE,Silver Linings Playbook,Jacki Weaver,0
2013,ANIMATED FEATURE FILM,Mark Andrews and Brenda Chapman,Brave,1
2013,ANIMATED FEATURE FILM,Tim Burton,Frankenweenie,0
2013,ANIMATED FEATURE FILM,Sam Fell and Chris Butler,ParaNorman,0
2013,ANIMATED FEATURE FILM,Peter Lord,The Pirates! Band of Misfits,0
2013,ANIMATED FEATURE FILM,Rich Moore,Wreck-It Ralph,0
2013,CINEMATOGRAPHY,Claudio Miranda,Life of Pi,1
2013,CINEMATOGRAPHY,Seamus McGarvey,Anna Karenina,0
2013,CINEMATOGRAPHY,Robert Richardson,Django Unchained,0
2013,CINEMATOGRAPHY,Janusz Kaminski,Lincoln,0
2013,CINEMATOGRAPHY,Roger Deakins,Skyfall,0
2013,COSTUME DESIGN,Jacqueline Durran,Anna Karenina,1
2013,COSTUME DESIGN,Paco Delgado,Les Mis_rables,0
2013,COSTUME DESIGN,Joanna Johnston,Lincoln,0
2013,COSTUME DESIGN,Eiko Ishioka,Mirror Mirror,0
2013,COSTUME DESIGN,Colleen Atwood,Snow White and the Huntsman,0
2013,DIRECTING,Ang Lee,Life of Pi,1
2013,DIRECTING,Michael Haneke,Amour,0
2013,DIRECTING,Benh Zeitlin,Beasts of the Southern Wild,0
2013,DIRECTING,Steven Spielberg,Lincoln,0
2013,DIRECTING,David O. Russell,Silver Linings Playbook,0
2013,DOCUMENTARY (FEATURE),Malik Bendjelloul and Simon Chinn,Searching for Sugar Man,1
2013,DOCUMENTARY (FEATURE),Emad Burnat and Guy Davidi,5 Broken Cameras,0
2013,DOCUMENTARY (FEATURE),Dror Moreh  Philippa Kowarsky and Estelle Fialon,The Gatekeepers,0
2013,DOCUMENTARY (FEATURE),David France and Howard Gertler,How to Survive a Plague,0
2013,DOCUMENTARY (FEATURE),Kirby Dick and Amy Ziering,The Invisible War,0
2013,DOCUMENTARY (SHORT SUBJECT),Sean Fine and Andrea Nix Fine,Inocente,1
2013,DOCUMENTARY (SHORT SUBJECT),Sari Gilman and Jedd Wider,Kings Point,0
2013,DOCUMENTARY (SHORT SUBJECT),Cynthia Wade and Robin Honan,Mondays at Racine,0
2013,DOCUMENTARY (SHORT SUBJECT),Kief Davidson and Cori Shepherd Stern,Open Heart,0
2013,DOCUMENTARY (SHORT SUBJECT),Jon Alpert and Matthew O'Neill,Redemption,0
2013,FILM EDITING,William Goldenberg,Argo,1
2013,FILM EDITING,Tim Squyres,Life of Pi,0
2013,FILM EDITING,Michael Kahn,Lincoln,0
2013,FILM EDITING,Jay Cassidy and Crispin Struthers,Silver Linings Playbook,0
2013,FILM EDITING,Dylan Tichenor and William Goldenberg,Zero Dark Thirty,0
2013,FOREIGN LANGUAGE FILM,Austria,Amour,1
2013,FOREIGN LANGUAGE FILM,Norway,Kon-Tiki,0
2013,FOREIGN LANGUAGE FILM,Chile,No,0
2013,FOREIGN LANGUAGE FILM,Denmark,A Royal Affair,0
2013,FOREIGN LANGUAGE FILM,Canada,War Witch,0
2013,MAKEUP AND HAIRSTYLING,Lisa Westcott and Julie Dartnell,Les Mis_rables,1
2013,MAKEUP AND HAIRSTYLING,Howard Berger  Peter Montagna and Martin Samuel,Hitchcock,0
2013,MAKEUP AND HAIRSTYLING,Peter Swords King  Rick Findlater and Tami Lane,The Hobbit: An Unexpected Journey,0
2013,MUSIC (ORIGINAL SCORE),Mychael Danna,Life of Pi,1
2013,MUSIC (ORIGINAL SCORE),Dario Marianelli,Anna Karenina,0
2013,MUSIC (ORIGINAL SCORE),Alexandre Desplat,Argo,0
2013,MUSIC (ORIGINAL SCORE),John Williams,Lincoln,0
2013,MUSIC (ORIGINAL SCORE),Thomas Newman,Skyfall,0
2013,MUSIC (ORIGINAL SONG),Skyfall in "Skyfall" Music and Lyric by Adele Adkins and Paul Epworth,Skyfall,1
2013,MUSIC (ORIGINAL SONG),Before My Time in "Chasing Ice" Music and Lyric by J. Ralph,Chasing Ice,0
2013,MUSIC (ORIGINAL SONG),Everybody Needs A Best Friend in "Ted" Music by Walter Murphy; Lyric by Seth MacFarlane,Ted,0
2013,MUSIC (ORIGINAL SONG),Pi's Lullaby in "Life of Pi" Music by Mychael Danna; Lyric by Bombay Jayashri,Life of Pi,0
2013,MUSIC (ORIGINAL SONG),Suddenly in "Les Misérables" Music by Claude-Michel Schönberg; Lyric by Herbert Kretzmer and Alain Boublil,Les Misérables,0
2013,BEST PICTURE,Grant Heslov  Ben Affleck and George Clooney  Producers,Argo,1
2013,BEST PICTURE,Margaret Menegoz  Stefan Arndt  Veit Heiduschka and Michael Katz  Producers,Amour,0
2013,BEST PICTURE,Dan Janvey  Josh Penn and Michael Gottwald  Producers,Beasts of the Southern Wild,0
2013,BEST PICTURE,Stacey Sher  Reginald Hudlin and Pilar Savone  Producers,Django Unchained,0
2013,BEST PICTURE,Tim Bevan  Eric Fellner  Debra Hayward and Cameron Mackintosh  Producers,Les Mis_rables,0
2013,BEST PICTURE,Gil Netter  Ang Lee and David Womark  Producers,Life of Pi,0
2013,BEST PICTURE,Steven Spielberg and Kathleen Kennedy  Producers,Lincoln,0
2013,BEST PICTURE,Donna Gigliotti  Bruce Cohen and Jonathan Gordon  Producers,Silver Linings Playbook,0
2013,BEST PICTURE,Mark Boal  Kathryn Bigelow and Megan Ellison  Producers,Zero Dark Thirty,0
2013,PRODUCTION DESIGN,Production Design: Rick Carter; Set Decoration: Jim Erickson,Lincoln,1
2013,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Anna Karenina,0
2013,PRODUCTION DESIGN,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright,The Hobbit: An Unexpected Journey,0
2013,PRODUCTION DESIGN,Production Design: Eve Stewart; Set Decoration: Anna Lynch-Robinson,Les Mis_rables,0
2013,PRODUCTION DESIGN,Production Design: David Gropman; Set Decoration: Anna Pinnock,Life of Pi,0
2013,SHORT FILM (ANIMATED),John Kahrs,Paperman,1
2013,SHORT FILM (ANIMATED),Minkyu Lee,Adam and Dog,0
2013,SHORT FILM (ANIMATED),PES,Fresh Guacamole,0
2013,SHORT FILM (ANIMATED),Timothy Reckart and Fodhla Cronin O'Reilly,Head over Heels,0
2013,SHORT FILM (ANIMATED),David Silverman,Maggie Simpson in "The Longest Daycare",0
2013,SHORT FILM (LIVE ACTION),Shawn Christensen,Curfew,1
2013,SHORT FILM (LIVE ACTION),Bryan Buckley and Mino Jarjoura,Asad,0
2013,SHORT FILM (LIVE ACTION),Sam French and Ariel Nasr,Buzkashi Boys,0
2013,SHORT FILM (LIVE ACTION),Tom Van Avermaet and Ellen De Waele,Death of a Shadow (Dood van een Schaduw),0
2013,SHORT FILM (LIVE ACTION),Yan England,Henry,0
2013,SOUND EDITING,Per Hallberg and Karen Baker Landers,Skyfall,1
2013,SOUND EDITING,Paul N.J. Ottosson,Zero Dark Thirty,0
2013,SOUND EDITING,Erik Aadahl and Ethan Van der Ryn,Argo,0
2013,SOUND EDITING,Wylie Stateman,Django Unchained,0
2013,SOUND EDITING,Eugene Gearty and Philip Stockton,Life of Pi,0
2013,SOUND MIXING,Andy Nelson  Mark Paterson and Simon Hayes,Les Mis_rables,1
2013,SOUND MIXING,John Reitz  Gregg Rudloff and Jose Antonio Garcia,Argo,0
2013,SOUND MIXING,Ron Bartlett  D.M. Hemphill and Drew Kunin,Life of Pi,0
2013,SOUND MIXING,Andy Nelson  Gary Rydstrom and Ronald Judkins,Lincoln,0
2013,SOUND MIXING,Scott Millan  Greg P. Russell and Stuart Wilson,Skyfall,0
2013,VISUAL EFFECTS,Bill Westenhofer  Guillaume Rocheron  Erik-Jan De Boer and Donald R. Elliott,Life of Pi,1
2013,VISUAL EFFECTS,Joe Letteri  Eric Saindon  David Clayton and R. Christopher White,The Hobbit: An Unexpected Journey,0
2013,VISUAL EFFECTS,Janek Sirrs  Jeff White  Guy Williams and Dan Sudick,Marvel's The Avengers,0
2013,VISUAL EFFECTS,Richard Stammers  Trevor Wood  Charley Henley and Martin Hill,Prometheus,0
2013,VISUAL EFFECTS,Cedric Nicolas-Troyan  Philip Brennan  Neil Corbould and Michael Dawson,Snow White and the Huntsman,0
2013,WRITING (ADAPTED SCREENPLAY),Screenplay by Chris Terrio,Argo,1
2013,WRITING (ADAPTED SCREENPLAY),Screenplay by Lucy Alibar & Benh Zeitlin,Beasts of the Southern Wild,0
2013,WRITING (ADAPTED SCREENPLAY),Screenplay by David Magee,Life of Pi,0
2013,WRITING (ADAPTED SCREENPLAY),Screenplay by Tony Kushner,Lincoln,0
2013,WRITING (ADAPTED SCREENPLAY),Screenplay by David O. Russell,Silver Linings Playbook,0
2013,WRITING (ORIGINAL SCREENPLAY),Written by Quentin Tarantino,Django Unchained,1
2013,WRITING (ORIGINAL SCREENPLAY),Written by Michael Haneke,Amour,0
2013,WRITING (ORIGINAL SCREENPLAY),Written by John Gatins,Flight,0
2013,WRITING (ORIGINAL SCREENPLAY),Written by Wes Anderson & Roman Coppola,Moonrise Kingdom,0
2013,WRITING (ORIGINAL SCREENPLAY),Written by Mark Boal,Zero Dark Thirty,0
2014,ACTOR IN A LEADING ROLE,Dallas Buyers Club,Matthew McConaughey,1
2014,ACTOR IN A LEADING ROLE,American Hustle,Christian Bale,0
2014,ACTOR IN A LEADING ROLE,Nebraska,Bruce Dern,0
2014,ACTOR IN A LEADING ROLE,The Wolf of Wall Street,Leonardo DiCaprio,0
2014,ACTOR IN A LEADING ROLE,12 Years a Slave,Chiwetel Ejiofor,0
2014,ACTOR IN A SUPPORTING ROLE,Dallas Buyers Club,Jared Leto,1
2014,ACTOR IN A SUPPORTING ROLE,Captain Phillips,Barkhad Abdi,0
2014,ACTOR IN A SUPPORTING ROLE,American Hustle,Bradley Cooper,0
2014,ACTOR IN A SUPPORTING ROLE,12 Years a Slave,Michael Fassbender,0
2014,ACTOR IN A SUPPORTING ROLE,The Wolf of Wall Street,Jonah Hill,0
2014,ACTRESS IN A LEADING ROLE,Blue Jasmine,Cate Blanchett,1
2014,ACTRESS IN A LEADING ROLE,American Hustle,Amy Adams,0
2014,ACTRESS IN A LEADING ROLE,Gravity,Sandra Bullock,0
2014,ACTRESS IN A LEADING ROLE,Philomena,Judi Dench,0
2014,ACTRESS IN A LEADING ROLE,August: Osage County,Meryl Streep,0
2014,ACTRESS IN A SUPPORTING ROLE,12 Years a Slave,Lupita Nyong'o,1
2014,ACTRESS IN A SUPPORTING ROLE,Blue Jasmine,Sally Hawkins,0
2014,ACTRESS IN A SUPPORTING ROLE,American Hustle,Jennifer Lawrence,0
2014,ACTRESS IN A SUPPORTING ROLE,August: Osage County,Julia Roberts,0
2014,ACTRESS IN A SUPPORTING ROLE,Nebraska,June Squibb,0
2014,ANIMATED FEATURE FILM,Chris Buck  Jennifer Lee and Peter Del Vecho,Frozen,1
2014,ANIMATED FEATURE FILM,Chris Sanders  Kirk DeMicco and Kristine Belson,The Croods,0
2014,ANIMATED FEATURE FILM,Chris Renaud  Pierre Coffin and Chris Meledandri,Despicable Me 2,0
2014,ANIMATED FEATURE FILM,Benjamin Renner and Didier Brunner,Ernest & Celestine,0
2014,ANIMATED FEATURE FILM,Hayao Miyazaki and Toshio Suzuki,The Wind Rises,0
2014,CINEMATOGRAPHY,Emmanuel Lubezki,Gravity,1
2014,CINEMATOGRAPHY,Philippe Le Sourd,The Grandmaster,0
2014,CINEMATOGRAPHY,Bruno Delbonnel,Inside Llewyn Davis,0
2014,CINEMATOGRAPHY,Phedon Papamichael,Nebraska,0
2014,CINEMATOGRAPHY,Roger A. Deakins,Prisoners,0
2014,COSTUME DESIGN,Catherine Martin,The Great Gatsby,1
2014,COSTUME DESIGN,Michael Wilkinson,American Hustle,0
2014,COSTUME DESIGN,William Chang Suk Ping,The Grandmaster,0
2014,COSTUME DESIGN,Michael O'Connor,The Invisible Woman,0
2014,COSTUME DESIGN,Patricia Norris,12 Years a Slave,0
2014,DIRECTING,Alfonso Cuarón,Gravity,1
2014,DIRECTING,David O. Russell,American Hustle,0
2014,DIRECTING,Alexander Payne,Nebraska,0
2014,DIRECTING,Steve McQueen,12 Years a Slave,0
2014,DIRECTING,Martin Scorsese,The Wolf of Wall Street,0
2014,DOCUMENTARY (FEATURE),Morgan Neville  Gil Friesen and Caitrin Rogers,20 Feet from Stardom,1
2014,DOCUMENTARY (FEATURE),Joshua Oppenheimer and Signe Byrge Sørensen,The Act of Killing,0
2014,DOCUMENTARY (FEATURE),Zachary Heinzerling and Lydia Dean Pilcher,Cutie and the Boxer,0
2014,DOCUMENTARY (FEATURE),Richard Rowley and Jeremy Scahill,Dirty Wars,0
2014,DOCUMENTARY (FEATURE),Jehane Noujaim and Karim Amer,The Square,0
2014,DOCUMENTARY (SHORT SUBJECT),Malcolm Clarke and Nicholas Reed,The Lady in Number 6: Music Saved My Life,1
2014,DOCUMENTARY (SHORT SUBJECT),Jeffrey Karoff,CaveDigger,0
2014,DOCUMENTARY (SHORT SUBJECT),Jason Cohen,Facing Fear,0
2014,DOCUMENTARY (SHORT SUBJECT),Sara Ishaq,Karama Has No Walls,0
2014,DOCUMENTARY (SHORT SUBJECT),Edgar Barens,Prison Terminal: The Last Days of Private Jack Hall,0
2014,FILM EDITING,Alfonso Cuarón and Mark Sanger,Gravity,1
2014,FILM EDITING,Jay Cassidy  Crispin Struthers and Alan Baumgarten,American Hustle,0
2014,FILM EDITING,Christopher Rouse,Captain Phillips,0
2014,FILM EDITING,John Mac McMurphy and Martin Pensa,Dallas Buyers Club,0
2014,FILM EDITING,Joe Walker,12 Years a Slave,0
2014,FOREIGN LANGUAGE FILM,Italy,The Great Beauty,1
2014,FOREIGN LANGUAGE FILM,Belgium,The Broken Circle Breakdown,0
2014,FOREIGN LANGUAGE FILM,Denmark,The Hunt,0
2014,FOREIGN LANGUAGE FILM,Cambodia,The Missing Picture,0
2014,FOREIGN LANGUAGE FILM,Palestine,Omar,0
2014,MAKEUP AND HAIRSTYLING,Adruitha Lee and Robin Mathews,Dallas Buyers Club,1
2014,MAKEUP AND HAIRSTYLING,Stephen Prouty,Jackass Presents: Bad Grandpa,0
2014,MAKEUP AND HAIRSTYLING,Joel Harlow and Gloria Pasqua-Casny,The Lone Ranger,0
2014,MUSIC (ORIGINAL SCORE),Steven Price,Gravity,1
2014,MUSIC (ORIGINAL SCORE),John Williams,The Book Thief,0
2014,MUSIC (ORIGINAL SCORE),William Butler and Owen Pallett,Her,0
2014,MUSIC (ORIGINAL SCORE),Alexandre Desplat,Philomena,0
2014,MUSIC (ORIGINAL SCORE),Thomas Newman,Saving Mr. Banks,0
2014,MUSIC (ORIGINAL SONG),"Let It Go" in Frozen; Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Frozen,1
2014,MUSIC (ORIGINAL SONG),Happy in "Despicable Me 2" Music and Lyric by Pharrell Williams,Despicable Me 2,0
2014,MUSIC (ORIGINAL SONG),The Moon Song in "Her" Music by Karen O; Lyric by Karen O and Spike Jonze,Her,0
2014,MUSIC (ORIGINAL SONG),Ordinary Love in "Mandela: Long Walk to Freedom" Music by Paul Hewson  Dave Evans  Adam Clayton and Larry Mullen; Lyric by Paul Hewson,Mandela: Long Walk to Freedom,0
2014,BEST PICTURE,Brad Pitt  Dede Gardner  Jeremy Kleiner  Steve McQueen and Anthony Katagas  Producers,12 Years a Slave,1
2014,BEST PICTURE,Charles Roven  Richard Suckle  Megan Ellison and Jonathan Gordon  Producers,American Hustle,0
2014,BEST PICTURE,Scott Rudin  Dana Brunetti and Michael De Luca  Producers,Captain Phillips,0
2014,BEST PICTURE,Robbie Brenner and Rachel Winter  Producers,Dallas Buyers Club,0
2014,BEST PICTURE,Alfonso Cuarón and David Heyman  Producers,Gravity,0
2014,BEST PICTURE,Megan Ellison  Spike Jonze and Vincent Landay  Producers,Her,0
2014,BEST PICTURE,Albert Berger and Ron Yerxa  Producers,Nebraska,0
2014,BEST PICTURE,Gabrielle Tana  Steve Coogan and Tracey Seaward  Producers,Philomena,0
2014,BEST PICTURE,Martin Scorsese  Leonardo DiCaprio  Joey McFarland and Emma Tillinger Koskoff  Producers,The Wolf of Wall Street,0
2014,PRODUCTION DESIGN,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,The Great Gatsby,1
2014,PRODUCTION DESIGN,Production Design: Judy Becker; Set Decoration: Heather Loeffler,American Hustle,0
2014,PRODUCTION DESIGN,Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard,Gravity,0
2014,PRODUCTION DESIGN,Production Design: K.K. Barrett; Set Decoration: Gene Serdena,Her,0
2014,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Alice Baker,12 Years a Slave,0
2014,SHORT FILM (ANIMATED),Laurent Witz and Alexandre Espigares,Mr. Hublot,1
2014,SHORT FILM (ANIMATED),Daniel Sousa and Dan Golden,Feral,0
2014,SHORT FILM (ANIMATED),Lauren MacMullan and Dorothy McKim,Get a Horse!,0
2014,SHORT FILM (ANIMATED),Shuhei Morita,Possessions,0
2014,SHORT FILM (ANIMATED),Max Lang and Jan Lachauer,Room on the Broom,0
2014,SHORT FILM (LIVE ACTION),Anders Walter and Kim Magnusson,Helium,1
2014,SHORT FILM (LIVE ACTION),Esteban Crespo,Aquel No Era Yo (That Wasn't Me),0
2014,SHORT FILM (LIVE ACTION),Xavier Legrand and Alexandre Gavras,Avant Que De Tout Perdre (Just before Losing Everything),0
2014,SHORT FILM (LIVE ACTION),Selma Vilhunen and Kirsikka Saari,Pit__k_ Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),0
2014,SHORT FILM (LIVE ACTION),Mark Gill and Baldwin Li,The Voorman Problem,0
2014,SOUND EDITING,Glenn Freemantle,Gravity,1
2014,SOUND EDITING,Steve Boeddeker and Richard Hymns,All Is Lost,0
2014,SOUND EDITING,Oliver Tarney,Captain Phillips,0
2014,SOUND EDITING,Brent Burge and Chris Ward,The Hobbit: The Desolation of Smaug,0
2014,SOUND EDITING,Wylie Stateman,Lone Survivor,0
2014,SOUND MIXING,Skip Lievsay  Niv Adiri  Christopher Benstead and Chris Munro,Gravity,1
2014,SOUND MIXING,Chris Burdon  Mark Taylor  Mike Prestwood Smith and Chris Munro,Captain Phillips,0
2014,SOUND MIXING,Christopher Boyes  Michael Hedges  Michael Semanick and Tony Johnson,The Hobbit: The Desolation of Smaug,0
2014,SOUND MIXING,Skip Lievsay  Greg Orloff and Peter F. Kurland,Inside Llewyn Davis,0
2014,SOUND MIXING,Andy Koyama  Beau Borders and David Brownlow,Lone Survivor,0
2014,VISUAL EFFECTS,Tim Webber  Chris Lawrence  David Shirk and Neil Corbould,Gravity,1
2014,VISUAL EFFECTS,Joe Letteri  Eric Saindon  David Clayton and Eric Reynolds,The Hobbit: The Desolation of Smaug,0
2014,VISUAL EFFECTS,Christopher Townsend  Guy Williams  Erik Nash and Dan Sudick,Iron Man 3,0
2014,VISUAL EFFECTS,Tim Alexander  Gary Brozenich  Edson Williams and John Frazier,The Lone Ranger,0
2014,VISUAL EFFECTS,Roger Guyett  Patrick Tubach  Ben Grossmann and Burt Dalton,Star Trek Into Darkness,0
2014,WRITING (ADAPTED SCREENPLAY),Screenplay by John Ridley,12 Years a Slave,1
2014,WRITING (ADAPTED SCREENPLAY),Written by Richard Linklater  Julie Delpy  Ethan Hawke,Before Midnight,0
2014,WRITING (ADAPTED SCREENPLAY),Screenplay by Billy Ray,Captain Phillips,0
2014,WRITING (ADAPTED SCREENPLAY),Screenplay by Steve Coogan and Jeff Pope,Philomena,0
2014,WRITING (ADAPTED SCREENPLAY),Screenplay by Terence Winter,The Wolf of Wall Street,0
2014,WRITING (ORIGINAL SCREENPLAY),Written by Spike Jonze,Her,1
2014,WRITING (ORIGINAL SCREENPLAY),Written by Eric Warren Singer and David O. Russell,American Hustle,0
2014,WRITING (ORIGINAL SCREENPLAY),Written by Woody Allen,Blue Jasmine,0
2014,WRITING (ORIGINAL SCREENPLAY),Written by Craig Borten & Melisa Wallack,Dallas Buyers Club,0
2014,WRITING (ORIGINAL SCREENPLAY),Written by Bob Nelson,Nebraska,0
2015,ACTOR IN A LEADING ROLE,The Theory of Everything,Eddie Redmayne,1
2015,ACTOR IN A LEADING ROLE,Foxcatcher,Steve Carell,0
2015,ACTOR IN A LEADING ROLE,American Sniper,Bradley Cooper,0
2015,ACTOR IN A LEADING ROLE,The Imitation Game,Benedict Cumberbatch,0
2015,ACTOR IN A LEADING ROLE,Birdman or (The Unexpected Virtue of Ignorance),Michael Keaton,0
2015,ACTOR IN A SUPPORTING ROLE,Whiplash,J.K. Simmons,1
2015,ACTOR IN A SUPPORTING ROLE,The Judge,Robert Duvall,0
2015,ACTOR IN A SUPPORTING ROLE,Boyhood,Ethan Hawke,0
2015,ACTOR IN A SUPPORTING ROLE,Birdman or (The Unexpected Virtue of Ignorance),Edward Norton,0
2015,ACTOR IN A SUPPORTING ROLE,Foxcatcher,Mark Ruffalo,0
2015,ACTRESS IN A LEADING ROLE,Still Alice,Julianne Moore,1
2015,ACTRESS IN A LEADING ROLE,Two Days  One Night,Marion Cotillard,0
2015,ACTRESS IN A LEADING ROLE,The Theory of Everything,Felicity Jones,0
2015,ACTRESS IN A LEADING ROLE,Gone Girl,Rosamund Pike,0
2015,ACTRESS IN A LEADING ROLE,Wild,Reese Witherspoon,0
2015,ACTRESS IN A SUPPORTING ROLE,Boyhood,Patricia Arquette,1
2015,ACTRESS IN A SUPPORTING ROLE,Wild,Laura Dern,0
2015,ACTRESS IN A SUPPORTING ROLE,The Imitation Game,Keira Knightley,0
2015,ACTRESS IN A SUPPORTING ROLE,Birdman or (The Unexpected Virtue of Ignorance),Emma Stone,0
2015,ACTRESS IN A SUPPORTING ROLE,Into the Woods,Meryl Streep,0
2015,ANIMATED FEATURE FILM,Don Hall  Chris Williams and Roy Conli,Big Hero 6,1
2015,ANIMATED FEATURE FILM,Anthony Stacchi  Graham Annable and Travis Knight,The Boxtrolls,0
2015,ANIMATED FEATURE FILM,Dean DeBlois and Bonnie Arnold,How to Train Your Dragon 2,0
2015,ANIMATED FEATURE FILM,Tomm Moore and Paul Young,Song of the Sea,0
2015,ANIMATED FEATURE FILM,Isao Takahata and Yoshiaki Nishimura,The Tale of the Princess Kaguya,0
2015,CINEMATOGRAPHY,Emmanuel Lubezki,Birdman or (The Unexpected Virtue of Ignorance),1
2015,CINEMATOGRAPHY,Robert Yeoman,The Grand Budapest Hotel,0
2015,CINEMATOGRAPHY,Łukasz Żal and Ryszard Lenczewski,Ida,0
2015,CINEMATOGRAPHY,Dick Pope,Mr. Turner,0
2015,CINEMATOGRAPHY,Roger Deakins,Unbroken,0
2015,COSTUME DESIGN,Milena Canonero,The Grand Budapest Hotel,1
2015,COSTUME DESIGN,Mark Bridges,Inherent Vice,0
2015,COSTUME DESIGN,Colleen Atwood,Into the Woods,0
2015,COSTUME DESIGN,Anna B. Sheppard,Maleficent,0
2015,COSTUME DESIGN,Jacqueline Durran,Mr. Turner,0
2015,DIRECTING,Alejandro G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance),1
2015,DIRECTING,Richard Linklater,Boyhood,0
2015,DIRECTING,Bennett Miller,Foxcatcher,0
2015,DIRECTING,Wes Anderson,The Grand Budapest Hotel,0
2015,DIRECTING,Morten Tyldum,The Imitation Game,0
2015,DOCUMENTARY (FEATURE),Laura Poitras  Mathilde Bonnefoy and Dirk Wilutzky,CitizenFour,1
2015,DOCUMENTARY (FEATURE),John Maloof and Charlie Siskel,Finding Vivian Maier,0
2015,DOCUMENTARY (FEATURE),Rory Kennedy and Keven McAlester,Last Days in Vietnam,0
2015,DOCUMENTARY (FEATURE),Wim Wenders  Juliano Ribeiro Salgado and David Rosier,The Salt of the Earth,0
2015,DOCUMENTARY (FEATURE),Orlando von Einsiedel and Joanna Natasegara,Virunga,0
2015,DOCUMENTARY (SHORT SUBJECT),Ellen Goosenberg Kent and Dana Perry,Crisis Hotline: Veterans Press 1,1
2015,DOCUMENTARY (SHORT SUBJECT),Aneta Kopacz,Joanna,0
2015,DOCUMENTARY (SHORT SUBJECT),Tomasz Śliwiński and Maciej Ślesicki,Our Curse,0
2015,DOCUMENTARY (SHORT SUBJECT),Gabriel Serra Arguello,The Reaper (La Parka),0
2015,DOCUMENTARY (SHORT SUBJECT),J. Christian Jensen,White Earth,0
2015,FILM EDITING,Tom Cross,Whiplash,1
